Time;Channel A;Channel B
(ms);(V);(V)

-0,53499149;-0,00030519;1,95074300
-0,49403149;-0,00030519;1,99514800
-0,45307149;-0,00030519;1,95074300
-0,41211149;-0,00030519;1,95074300
-0,37115149;-0,00030519;1,95074300
-0,33019149;-0,00030519;1,99514800
-0,28923149;-0,00030519;1,95074300
-0,24827149;-0,00030519;1,95074300
-0,20731149;-0,00030519;1,99514800
-0,16635149;-0,00030519;1,95074300
-0,12539149;-0,00030519;1,95074300
-0,08443149;-0,00030519;1,95074300
-0,04347149;-0,00030519;1,95074300
-0,00251149;4,77370500;2,30643600
0,03844851;4,95376400;2,88430400
0,07940851;4,95376400;2,88430400
0,12036851;4,95376400;2,88430400
0,16132851;4,95376400;2,88430400
0,20228851;4,95376400;2,88430400
0,24324851;4,95376400;2,88430400
0,28420851;4,95376400;2,88430400
0,32516851;4,95376400;2,88430400
0,36612851;4,95376400;2,88430400
0,40708851;4,95376400;2,88430400
0,44804851;4,95376400;2,88430400
0,48900851;4,95376400;2,88430400
0,52996851;4,95376400;2,88430400
0,57092851;4,95376400;2,83990000
0,61188851;4,95376400;2,88430400
0,65284851;4,95376400;2,88430400
0,69380851;4,95376400;2,88430400
0,73476851;4,95376400;2,88430400
0,77572851;4,95376400;2,88430400
0,81668851;4,95376400;2,88430400
0,85764851;4,95376400;2,88430400
0,89860850;4,95376400;2,83990000
0,93956850;4,95376400;2,88430400
0,98052850;4,95376400;2,88430400
1,02148850;-0,00030519;1,95074300
1,06244850;-0,00030519;1,95074300
1,10340850;-0,00030519;1,99514800
1,14436850;-0,00030519;1,95074300
1,18532850;-0,00030519;1,99514800
1,22628850;-0,00030519;1,99514800
1,26724850;-0,00030519;1,95074300
1,30820850;-0,00030519;1,95074300
1,34916850;-0,00030519;1,95074300
1,39012850;-0,00030519;1,95074300
1,43108850;-0,00030519;1,95074300
1,47204850;-0,00030519;1,95074300
1,51300850;-0,00030519;1,95074300
1,55396850;-0,00030519;1,95074300
1,59492850;-0,00030519;1,95074300
1,63588850;-0,00030519;1,99514800
1,67684850;-0,00030519;1,95074300
1,71780850;-0,00030519;1,95074300
