Time;Channel A;Channel B
(ms);(V);(V)

9,07633501;2,34305900;2,83990000
9,11729501;2,47825600;2,88430400
9,15825500;2,47825600;2,88430400
9,19921500;2,38807300;2,88430400
9,24017500;2,38807300;2,88430400
9,28113500;2,52327000;2,88430400
9,32209500;2,56843800;2,88430400
9,36305500;2,56843800;2,88430400
9,40401500;2,70363500;2,83990000
9,44497500;2,65846700;2,83990000
9,48593500;2,70363500;2,88430400
9,52689500;2,70363500;2,88430400
9,56785500;2,56843800;2,88430400
9,60881500;2,38807300;2,88430400
9,64977500;2,38807300;2,88430400
9,69073500;2,47825600;2,88430400
9,73169500;2,29804400;2,83990000
9,77265500;2,29804400;2,88430400
9,81361500;2,38807300;2,88430400
9,85457500;2,38807300;2,88430400
9,89553500;2,56843800;2,88430400
9,93649500;2,38807300;2,83990000
9,97745500;2,65846700;2,88430400
10,01841500;3,01904300;1,95074300
10,05937500;2,74865000;1,95074300
10,10033500;2,65846700;1,95074300
10,14129500;2,56843800;1,99514800
10,18225500;2,56843800;1,95074300
10,22321500;2,65846700;1,95074300
10,26417500;2,56843800;1,95074300
